s FRR FAR loss leak theft safe FAR_opt FRR_opt FAR_eer FRR_eer
0.4955 0.4880 0.0000 0.4880 0.0000 0.0000 0.5120 0.1217 0.1852 0.1542 0.1552
0.4965 0.4905 0.0000 0.4905 0.0000 0.0000 0.5095 0.1217 0.1852 0.1542 0.1552
0.4975 0.4930 0.0000 0.4930 0.0000 0.0000 0.5070 0.1217 0.1852 0.1542 0.1552
0.4985 0.4955 0.0000 0.4955 0.0000 0.0000 0.5045 0.1217 0.1852 0.1542 0.1552
0.4995 0.4980 0.0000 0.4980 0.0000 0.0000 0.5020 0.1217 0.1852 0.1542 0.1552
0.5005 0.5005 0.0000 0.5005 0.0000 0.0000 0.4995 0.1217 0.1852 0.1542 0.1552
0.5015 0.5030 0.0000 0.5030 0.0000 0.0000 0.4970 0.1217 0.1852 0.1542 0.1552
0.5025 0.5055 0.0000 0.5055 0.0000 0.0000 0.4945 0.1217 0.1852 0.1542 0.1552
0.5035 0.5080 0.0000 0.5080 0.0000 0.0000 0.4920 0.1217 0.1852 0.1542 0.1552
0.5045 0.5105 0.0000 0.5105 0.0000 0.0000 0.4895 0.1217 0.1852 0.1542 0.1552
0.5055 0.5130 0.0000 0.5130 0.0000 0.0000 0.4870 0.1217 0.1852 0.1542 0.1552
0.5065 0.5155 0.0000 0.5155 0.0000 0.0000 0.4845 0.1217 0.1852 0.1542 0.1552
0.5075 0.5180 0.0000 0.5180 0.0000 0.0000 0.4820 0.1217 0.1852 0.1542 0.1552
0.5085 0.5205 0.0000 0.5205 0.0000 0.0000 0.4795 0.1217 0.1852 0.1542 0.1552
0.5095 0.5230 0.0000 0.5230 0.0000 0.0000 0.4770 0.1217 0.1852 0.1542 0.1552
0.5105 0.5255 0.0000 0.5255 0.0000 0.0000 0.4745 0.1217 0.1852 0.1542 0.1552
0.5115 0.5280 0.0000 0.5280 0.0000 0.0000 0.4720 0.1217 0.1852 0.1542 0.1552
0.5125 0.5305 0.0000 0.5305 0.0000 0.0000 0.4695 0.1217 0.1852 0.1542 0.1552
0.5135 0.5330 0.0000 0.5330 0.0000 0.0000 0.4670 0.1217 0.1852 0.1542 0.1552
0.5145 0.5355 0.0000 0.5355 0.0000 0.0000 0.4645 0.1217 0.1852 0.1542 0.1552
0.5155 0.5380 0.0000 0.5380 0.0000 0.0000 0.4620 0.1217 0.1852 0.1542 0.1552
0.5165 0.5405 0.0000 0.5405 0.0000 0.0000 0.4595 0.1217 0.1852 0.1542 0.1552
0.5175 0.5430 0.0000 0.5430 0.0000 0.0000 0.4570 0.1217 0.1852 0.1542 0.1552
0.5185 0.5455 0.0000 0.5455 0.0000 0.0000 0.4545 0.1217 0.1852 0.1542 0.1552
0.5195 0.5480 0.0000 0.5480 0.0000 0.0000 0.4520 0.1217 0.1852 0.1542 0.1552
0.5205 0.5506 0.0000 0.5506 0.0000 0.0000 0.4494 0.1217 0.1852 0.1542 0.1552
0.5215 0.5531 0.0000 0.5531 0.0000 0.0000 0.4469 0.1217 0.1852 0.1542 0.1552
0.5225 0.5556 0.0000 0.5556 0.0000 0.0000 0.4444 0.1217 0.1852 0.1542 0.1552
0.5235 0.5581 0.0000 0.5581 0.0000 0.0000 0.4419 0.1217 0.1852 0.1542 0.1552
0.5245 0.5606 0.0000 0.5606 0.0000 0.0000 0.4394 0.1217 0.1852 0.1542 0.1552
0.5255 0.5631 0.0000 0.5631 0.0000 0.0000 0.4369 0.1217 0.1852 0.1542 0.1552
0.5265 0.5656 0.0000 0.5656 0.0000 0.0000 0.4344 0.1217 0.1852 0.1542 0.1552
0.5275 0.5681 0.0000 0.5681 0.0000 0.0000 0.4319 0.1217 0.1852 0.1542 0.1552
0.5285 0.5706 0.0000 0.5706 0.0000 0.0000 0.4294 0.1217 0.1852 0.1542 0.1552
0.5295 0.5731 0.0000 0.5731 0.0000 0.0000 0.4269 0.1217 0.1852 0.1542 0.1552
0.5305 0.5756 0.0000 0.5756 0.0000 0.0000 0.4244 0.1217 0.1852 0.1542 0.1552
0.5315 0.5781 0.0000 0.5781 0.0000 0.0000 0.4219 0.1217 0.1852 0.1542 0.1552
0.5325 0.5806 0.0000 0.5806 0.0000 0.0000 0.4194 0.1217 0.1852 0.1542 0.1552
0.5335 0.5831 0.0000 0.5831 0.0000 0.0000 0.4169 0.1217 0.1852 0.1542 0.1552
0.5345 0.5856 0.0000 0.5856 0.0000 0.0000 0.4144 0.1217 0.1852 0.1542 0.1552
0.5355 0.5881 0.0000 0.5881 0.0000 0.0000 0.4119 0.1217 0.1852 0.1542 0.1552
0.5365 0.5906 0.0000 0.5906 0.0000 0.0000 0.4094 0.1217 0.1852 0.1542 0.1552
0.5375 0.5931 0.0000 0.5931 0.0000 0.0000 0.4069 0.1217 0.1852 0.1542 0.1552
0.5385 0.5956 0.0000 0.5956 0.0000 0.0000 0.4044 0.1217 0.1852 0.1542 0.1552
0.5395 0.5981 0.0000 0.5981 0.0000 0.0000 0.4019 0.1217 0.1852 0.1542 0.1552
0.5405 0.6006 0.0000 0.6006 0.0000 0.0000 0.3994 0.1217 0.1852 0.1542 0.1552
0.5415 0.6031 0.0000 0.6031 0.0000 0.0000 0.3969 0.1217 0.1852 0.1542 0.1552
0.5425 0.6056 0.0000 0.6056 0.0000 0.0000 0.3944 0.1217 0.1852 0.1542 0.1552
0.5435 0.6081 0.0000 0.6081 0.0000 0.0000 0.3919 0.1217 0.1852 0.1542 0.1552
0.5445 0.6106 0.0000 0.6106 0.0000 0.0000 0.3894 0.1217 0.1852 0.1542 0.1552
0.5455 0.6131 0.0000 0.6131 0.0000 0.0000 0.3869 0.1217 0.1852 0.1542 0.1552
0.5465 0.6156 0.0000 0.6156 0.0000 0.0000 0.3844 0.1217 0.1852 0.1542 0.1552
0.5475 0.6181 0.0000 0.6181 0.0000 0.0000 0.3819 0.1217 0.1852 0.1542 0.1552
0.5485 0.6206 0.0000 0.6206 0.0000 0.0000 0.3794 0.1217 0.1852 0.1542 0.1552
0.5495 0.6231 0.0000 0.6231 0.0000 0.0000 0.3769 0.1217 0.1852 0.1542 0.1552
0.5506 0.6256 0.0000 0.6256 0.0000 0.0000 0.3744 0.1217 0.1852 0.1542 0.1552
0.5516 0.6281 0.0000 0.6281 0.0000 0.0000 0.3719 0.1217 0.1852 0.1542 0.1552
0.5526 0.6306 0.0000 0.6306 0.0000 0.0000 0.3694 0.1217 0.1852 0.1542 0.1552
0.5536 0.6331 0.0000 0.6331 0.0000 0.0000 0.3669 0.1217 0.1852 0.1542 0.1552
0.5546 0.6356 0.0000 0.6356 0.0000 0.0000 0.3644 0.1217 0.1852 0.1542 0.1552
0.5556 0.6381 0.0000 0.6381 0.0000 0.0000 0.3619 0.1217 0.1852 0.1542 0.1552
0.5566 0.6406 0.0000 0.6406 0.0000 0.0000 0.3594 0.1217 0.1852 0.1542 0.1552
0.5576 0.6431 0.0000 0.6431 0.0000 0.0000 0.3569 0.1217 0.1852 0.1542 0.1552
0.5586 0.6456 0.0000 0.6456 0.0000 0.0000 0.3544 0.1217 0.1852 0.1542 0.1552
0.5596 0.6481 0.0000 0.6481 0.0000 0.0000 0.3519 0.1217 0.1852 0.1542 0.1552
0.5606 0.6507 0.0000 0.6507 0.0000 0.0000 0.3493 0.1217 0.1852 0.1542 0.1552
0.5616 0.6532 0.0000 0.6532 0.0000 0.0000 0.3468 0.1217 0.1852 0.1542 0.1552
0.5626 0.6557 0.0000 0.6557 0.0000 0.0000 0.3443 0.1217 0.1852 0.1542 0.1552
0.5636 0.6582 0.0000 0.6582 0.0000 0.0000 0.3418 0.1217 0.1852 0.1542 0.1552
0.5646 0.6607 0.0000 0.6607 0.0000 0.0000 0.3393 0.1217 0.1852 0.1542 0.1552
0.5656 0.6632 0.0000 0.6632 0.0000 0.0000 0.3368 0.1217 0.1852 0.1542 0.1552
0.5666 0.6657 0.0000 0.6657 0.0000 0.0000 0.3343 0.1217 0.1852 0.1542 0.1552
0.5676 0.6682 0.0000 0.6682 0.0000 0.0000 0.3318 0.1217 0.1852 0.1542 0.1552
0.5686 0.6707 0.0000 0.6707 0.0000 0.0000 0.3293 0.1217 0.1852 0.1542 0.1552
0.5696 0.6732 0.0000 0.6732 0.0000 0.0000 0.3268 0.1217 0.1852 0.1542 0.1552
0.5706 0.6757 0.0000 0.6757 0.0000 0.0000 0.3243 0.1217 0.1852 0.1542 0.1552
0.5716 0.6782 0.0000 0.6782 0.0000 0.0000 0.3218 0.1217 0.1852 0.1542 0.1552
0.5726 0.6807 0.0000 0.6807 0.0000 0.0000 0.3193 0.1217 0.1852 0.1542 0.1552
0.5736 0.6832 0.0000 0.6832 0.0000 0.0000 0.3168 0.1217 0.1852 0.1542 0.1552
0.5746 0.6857 0.0000 0.6857 0.0000 0.0000 0.3143 0.1217 0.1852 0.1542 0.1552
0.5756 0.6882 0.0000 0.6882 0.0000 0.0000 0.3118 0.1217 0.1852 0.1542 0.1552
0.5766 0.6907 0.0000 0.6907 0.0000 0.0000 0.3093 0.1217 0.1852 0.1542 0.1552
0.5776 0.6932 0.0000 0.6932 0.0000 0.0000 0.3068 0.1217 0.1852 0.1542 0.1552
0.5786 0.6957 0.0000 0.6957 0.0000 0.0000 0.3043 0.1217 0.1852 0.1542 0.1552
0.5796 0.6982 0.0000 0.6982 0.0000 0.0000 0.3018 0.1217 0.1852 0.1542 0.1552
0.5806 0.7007 0.0000 0.7007 0.0000 0.0000 0.2993 0.1217 0.1852 0.1542 0.1552
0.5816 0.7032 0.0000 0.7032 0.0000 0.0000 0.2968 0.1217 0.1852 0.1542 0.1552
0.5826 0.7057 0.0000 0.7057 0.0000 0.0000 0.2943 0.1217 0.1852 0.1542 0.1552
0.5836 0.7082 0.0000 0.7082 0.0000 0.0000 0.2918 0.1217 0.1852 0.1542 0.1552
0.5846 0.7107 0.0000 0.7107 0.0000 0.0000 0.2893 0.1217 0.1852 0.1542 0.1552
0.5856 0.7132 0.0000 0.7132 0.0000 0.0000 0.2868 0.1217 0.1852 0.1542 0.1552
0.5866 0.7157 0.0000 0.7157 0.0000 0.0000 0.2843 0.1217 0.1852 0.1542 0.1552
0.5876 0.7182 0.0000 0.7182 0.0000 0.0000 0.2818 0.1217 0.1852 0.1542 0.1552
0.5886 0.7207 0.0000 0.7207 0.0000 0.0000 0.2793 0.1217 0.1852 0.1542 0.1552
0.5896 0.7232 0.0000 0.7232 0.0000 0.0000 0.2768 0.1217 0.1852 0.1542 0.1552
0.5906 0.7257 0.0000 0.7257 0.0000 0.0000 0.2743 0.1217 0.1852 0.1542 0.1552
0.5916 0.7282 0.0000 0.7282 0.0000 0.0000 0.2718 0.1217 0.1852 0.1542 0.1552
0.5926 0.7307 0.0000 0.7307 0.0000 0.0000 0.2693 0.1217 0.1852 0.1542 0.1552
0.5936 0.7332 0.0000 0.7332 0.0000 0.0000 0.2668 0.1217 0.1852 0.1542 0.1552
0.5946 0.7357 0.0000 0.7357 0.0000 0.0000 0.2643 0.1217 0.1852 0.1542 0.1552
0.5956 0.7382 0.0000 0.7382 0.0000 0.0000 0.2618 0.1217 0.1852 0.1542 0.1552
0.5966 0.7407 0.0000 0.7407 0.0000 0.0000 0.2593 0.1217 0.1852 0.1542 0.1552
0.5976 0.7432 0.0000 0.7432 0.0000 0.0000 0.2568 0.1217 0.1852 0.1542 0.1552
0.5986 0.7457 0.0000 0.7457 0.0000 0.0000 0.2543 0.1217 0.1852 0.1542 0.1552
0.5996 0.7482 0.0000 0.7482 0.0000 0.0000 0.2518 0.1217 0.1852 0.1542 0.1552
0.6006 0.7508 0.0000 0.7508 0.0000 0.0000 0.2492 0.1217 0.1852 0.1542 0.1552
0.6016 0.7533 0.0000 0.7533 0.0000 0.0000 0.2467 0.1217 0.1852 0.1542 0.1552
0.6026 0.7558 0.0000 0.7558 0.0000 0.0000 0.2442 0.1217 0.1852 0.1542 0.1552
0.6036 0.7583 0.0000 0.7583 0.0000 0.0000 0.2417 0.1217 0.1852 0.1542 0.1552
0.6046 0.7608 0.0000 0.7608 0.0000 0.0000 0.2392 0.1217 0.1852 0.1542 0.1552
0.6056 0.7633 0.0000 0.7633 0.0000 0.0000 0.2367 0.1217 0.1852 0.1542 0.1552
0.6066 0.7658 0.0000 0.7658 0.0000 0.0000 0.2342 0.1217 0.1852 0.1542 0.1552
0.6076 0.7683 0.0000 0.7683 0.0000 0.0000 0.2317 0.1217 0.1852 0.1542 0.1552
0.6086 0.7708 0.0000 0.7708 0.0000 0.0000 0.2292 0.1217 0.1852 0.1542 0.1552
0.6096 0.7733 0.0000 0.7733 0.0000 0.0000 0.2267 0.1217 0.1852 0.1542 0.1552
0.6106 0.7758 0.0000 0.7758 0.0000 0.0000 0.2242 0.1217 0.1852 0.1542 0.1552
0.6116 0.7783 0.0000 0.7783 0.0000 0.0000 0.2217 0.1217 0.1852 0.1542 0.1552
0.6126 0.7808 0.0000 0.7808 0.0000 0.0000 0.2192 0.1217 0.1852 0.1542 0.1552
0.6136 0.7833 0.0000 0.7833 0.0000 0.0000 0.2167 0.1217 0.1852 0.1542 0.1552
0.6146 0.7858 0.0000 0.7858 0.0000 0.0000 0.2142 0.1217 0.1852 0.1542 0.1552
0.6156 0.7883 0.0000 0.7883 0.0000 0.0000 0.2117 0.1217 0.1852 0.1542 0.1552
0.6166 0.7908 0.0000 0.7908 0.0000 0.0000 0.2092 0.1217 0.1852 0.1542 0.1552
0.6176 0.7933 0.0000 0.7933 0.0000 0.0000 0.2067 0.1217 0.1852 0.1542 0.1552
0.6186 0.7958 0.0000 0.7958 0.0000 0.0000 0.2042 0.1217 0.1852 0.1542 0.1552
0.6196 0.7983 0.0000 0.7983 0.0000 0.0000 0.2017 0.1217 0.1852 0.1542 0.1552
0.6206 0.8008 0.0000 0.8008 0.0000 0.0000 0.1992 0.1217 0.1852 0.1542 0.1552
0.6216 0.8033 0.0000 0.8033 0.0000 0.0000 0.1967 0.1217 0.1852 0.1542 0.1552
0.6226 0.8058 0.0000 0.8058 0.0000 0.0000 0.1942 0.1217 0.1852 0.1542 0.1552
0.6236 0.8083 0.0000 0.8083 0.0000 0.0000 0.1917 0.1217 0.1852 0.1542 0.1552
0.6246 0.8108 0.0000 0.8108 0.0000 0.0000 0.1892 0.1217 0.1852 0.1542 0.1552
0.6256 0.8133 0.0000 0.8133 0.0000 0.0000 0.1867 0.1217 0.1852 0.1542 0.1552
0.6266 0.8158 0.0000 0.8158 0.0000 0.0000 0.1842 0.1217 0.1852 0.1542 0.1552
0.6276 0.8183 0.0000 0.8183 0.0000 0.0000 0.1817 0.1217 0.1852 0.1542 0.1552
0.6286 0.8208 0.0000 0.8208 0.0000 0.0000 0.1792 0.1217 0.1852 0.1542 0.1552
0.6296 0.8233 0.0000 0.8233 0.0000 0.0000 0.1767 0.1217 0.1852 0.1542 0.1552
0.6306 0.8258 0.0000 0.8258 0.0000 0.0000 0.1742 0.1217 0.1852 0.1542 0.1552
0.6316 0.8283 0.0000 0.8283 0.0000 0.0000 0.1717 0.1217 0.1852 0.1542 0.1552
0.6326 0.8308 0.0000 0.8308 0.0000 0.0000 0.1692 0.1217 0.1852 0.1542 0.1552
0.6336 0.8333 0.0000 0.8333 0.0000 0.0000 0.1667 0.1217 0.1852 0.1542 0.1552
0.6346 0.8358 0.0000 0.8358 0.0000 0.0000 0.1642 0.1217 0.1852 0.1542 0.1552
0.6356 0.8383 0.0000 0.8383 0.0000 0.0000 0.1617 0.1217 0.1852 0.1542 0.1552
0.6366 0.8408 0.0000 0.8408 0.0000 0.0000 0.1592 0.1217 0.1852 0.1542 0.1552
0.6376 0.8433 0.0000 0.8433 0.0000 0.0000 0.1567 0.1217 0.1852 0.1542 0.1552
0.6386 0.8458 0.0000 0.8458 0.0000 0.0000 0.1542 0.1217 0.1852 0.1542 0.1552
0.6396 0.8483 0.0000 0.8483 0.0000 0.0000 0.1517 0.1217 0.1852 0.1542 0.1552
0.6406 0.8509 0.0000 0.8509 0.0000 0.0000 0.1491 0.1217 0.1852 0.1542 0.1552
0.6416 0.8534 0.0000 0.8534 0.0000 0.0000 0.1466 0.1217 0.1852 0.1542 0.1552
0.6426 0.8559 0.0000 0.8559 0.0000 0.0000 0.1441 0.1217 0.1852 0.1542 0.1552
0.6436 0.8584 0.0000 0.8584 0.0000 0.0000 0.1416 0.1217 0.1852 0.1542 0.1552
0.6446 0.8609 0.0000 0.8609 0.0000 0.0000 0.1391 0.1217 0.1852 0.1542 0.1552
0.6456 0.8634 0.0000 0.8634 0.0000 0.0000 0.1366 0.1217 0.1852 0.1542 0.1552
0.6466 0.8659 0.0000 0.8659 0.0000 0.0000 0.1341 0.1217 0.1852 0.1542 0.1552
0.6476 0.8684 0.0000 0.8684 0.0000 0.0000 0.1316 0.1217 0.1852 0.1542 0.1552
0.6486 0.8709 0.0000 0.8709 0.0000 0.0000 0.1291 0.1217 0.1852 0.1542 0.1552
0.6496 0.8734 0.0000 0.8734 0.0000 0.0000 0.1266 0.1217 0.1852 0.1542 0.1552
0.6507 0.8759 0.0000 0.8759 0.0000 0.0000 0.1241 0.1217 0.1852 0.1542 0.1552
0.6517 0.8784 0.0000 0.8784 0.0000 0.0000 0.1216 0.1217 0.1852 0.1542 0.1552
0.6527 0.8809 0.0000 0.8809 0.0000 0.0000 0.1191 0.1217 0.1852 0.1542 0.1552
0.6537 0.8834 0.0000 0.8834 0.0000 0.0000 0.1166 0.1217 0.1852 0.1542 0.1552
0.6547 0.8859 0.0000 0.8859 0.0000 0.0000 0.1141 0.1217 0.1852 0.1542 0.1552
0.6557 0.8884 0.0000 0.8884 0.0000 0.0000 0.1116 0.1217 0.1852 0.1542 0.1552
0.6567 0.8909 0.0000 0.8909 0.0000 0.0000 0.1091 0.1217 0.1852 0.1542 0.1552
0.6577 0.8934 0.0000 0.8934 0.0000 0.0000 0.1066 0.1217 0.1852 0.1542 0.1552
0.6587 0.8959 0.0000 0.8959 0.0000 0.0000 0.1041 0.1217 0.1852 0.1542 0.1552
0.6597 0.8984 0.0000 0.8984 0.0000 0.0000 0.1016 0.1217 0.1852 0.1542 0.1552
0.6607 0.9009 0.0000 0.9009 0.0000 0.0000 0.0991 0.1217 0.1852 0.1542 0.1552
0.6617 0.9034 0.0000 0.9034 0.0000 0.0000 0.0966 0.1217 0.1852 0.1542 0.1552
0.6627 0.9059 0.0000 0.9059 0.0000 0.0000 0.0941 0.1217 0.1852 0.1542 0.1552
0.6637 0.9084 0.0000 0.9084 0.0000 0.0000 0.0916 0.1217 0.1852 0.1542 0.1552
0.6647 0.9109 0.0000 0.9109 0.0000 0.0000 0.0891 0.1217 0.1852 0.1542 0.1552
0.6657 0.9134 0.0000 0.9134 0.0000 0.0000 0.0866 0.1217 0.1852 0.1542 0.1552
0.6667 0.9159 0.0000 0.9159 0.0000 0.0000 0.0841 0.1217 0.1852 0.1542 0.1552
0.6677 0.9184 0.0000 0.9184 0.0000 0.0000 0.0816 0.1217 0.1852 0.1542 0.1552
0.6687 0.9209 0.0000 0.9209 0.0000 0.0000 0.0791 0.1217 0.1852 0.1542 0.1552
0.6697 0.9234 0.0000 0.9234 0.0000 0.0000 0.0766 0.1217 0.1852 0.1542 0.1552
0.6707 0.9259 0.0000 0.9259 0.0000 0.0000 0.0741 0.1217 0.1852 0.1542 0.1552
0.6717 0.9284 0.0000 0.9284 0.0000 0.0000 0.0716 0.1217 0.1852 0.1542 0.1552
0.6727 0.9309 0.0000 0.9309 0.0000 0.0000 0.0691 0.1217 0.1852 0.1542 0.1552
0.6737 0.9334 0.0000 0.9334 0.0000 0.0000 0.0666 0.1217 0.1852 0.1542 0.1552
0.6747 0.9359 0.0000 0.9359 0.0000 0.0000 0.0641 0.1217 0.1852 0.1542 0.1552
0.6757 0.9384 0.0000 0.9384 0.0000 0.0000 0.0616 0.1217 0.1852 0.1542 0.1552
0.6767 0.9409 0.0000 0.9409 0.0000 0.0000 0.0591 0.1217 0.1852 0.1542 0.1552
0.6777 0.9434 0.0000 0.9434 0.0000 0.0000 0.0566 0.1217 0.1852 0.1542 0.1552
0.6787 0.9459 0.0000 0.9459 0.0000 0.0000 0.0541 0.1217 0.1852 0.1542 0.1552
0.6797 0.9484 0.0000 0.9484 0.0000 0.0000 0.0516 0.1217 0.1852 0.1542 0.1552
0.6807 0.9510 0.0000 0.9510 0.0000 0.0000 0.0490 0.1217 0.1852 0.1542 0.1552
0.6817 0.9535 0.0000 0.9535 0.0000 0.0000 0.0465 0.1217 0.1852 0.1542 0.1552
0.6827 0.9560 0.0000 0.9560 0.0000 0.0000 0.0440 0.1217 0.1852 0.1542 0.1552
0.6837 0.9585 0.0000 0.9585 0.0000 0.0000 0.0415 0.1217 0.1852 0.1542 0.1552
0.6847 0.9610 0.0000 0.9610 0.0000 0.0000 0.0390 0.1217 0.1852 0.1542 0.1552
0.6857 0.9635 0.0000 0.9635 0.0000 0.0000 0.0365 0.1217 0.1852 0.1542 0.1552
0.6867 0.9660 0.0000 0.9660 0.0000 0.0000 0.0340 0.1217 0.1852 0.1542 0.1552
0.6877 0.9685 0.0000 0.9685 0.0000 0.0000 0.0315 0.1217 0.1852 0.1542 0.1552
0.6887 0.9710 0.0000 0.9710 0.0000 0.0000 0.0290 0.1217 0.1852 0.1542 0.1552
0.6897 0.9735 0.0000 0.9735 0.0000 0.0000 0.0265 0.1217 0.1852 0.1542 0.1552
0.6907 0.9760 0.0000 0.9760 0.0000 0.0000 0.0240 0.1217 0.1852 0.1542 0.1552
0.6917 0.9785 0.0000 0.9785 0.0000 0.0000 0.0215 0.1217 0.1852 0.1542 0.1552
0.6927 0.9810 0.0000 0.9810 0.0000 0.0000 0.0190 0.1217 0.1852 0.1542 0.1552
0.6937 0.9835 0.0000 0.9835 0.0000 0.0000 0.0165 0.1217 0.1852 0.1542 0.1552
0.6947 0.9860 0.0000 0.9860 0.0000 0.0000 0.0140 0.1217 0.1852 0.1542 0.1552
0.6957 0.9885 0.0000 0.9885 0.0000 0.0000 0.0115 0.1217 0.1852 0.1542 0.1552
0.6967 0.9910 0.0000 0.9910 0.0000 0.0000 0.0090 0.1217 0.1852 0.1542 0.1552
0.6977 0.9935 0.0000 0.9935 0.0000 0.0000 0.0065 0.1217 0.1852 0.1542 0.1552
0.6987 0.9960 0.0000 0.9960 0.0000 0.0000 0.0040 0.1217 0.1852 0.1542 0.1552
0.6997 0.9985 0.0000 0.9985 0.0000 0.0000 0.0015 0.1217 0.1852 0.1542 0.1552
0.7007 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7017 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7027 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7037 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7047 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7057 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7067 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7077 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7087 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7097 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7107 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7117 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7127 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7137 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7147 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7157 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7167 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7177 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7187 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7197 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7207 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7217 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7227 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7237 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7247 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7257 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7267 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7277 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7287 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7297 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7307 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7317 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7327 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7337 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7347 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7357 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7367 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7377 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7387 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7397 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7407 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7417 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7427 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7437 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7447 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7457 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7467 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
0.7477 1.0000 0.0000 1.0000 0.0000 0.0000 0.0000 0.1217 0.1852 0.1542 0.1552
