s PU PA
0.9329 0.0000 0.0000
0.9339 0.0000 0.0000
0.9349 0.0000 0.0000
0.9359 0.0000 0.0000
0.9369 0.0000 0.0000
0.9379 0.0000 0.0000
0.9389 0.0000 0.0000
0.9399 0.0000 0.0000
0.9409 0.0000 0.0000
0.9419 0.0000 0.0000
0.9429 0.0000 0.0000
0.9439 0.0000 0.0000
0.9449 0.0000 0.0000
0.9459 0.0000 0.0000
0.9469 0.0000 0.0000
0.9479 0.0000 0.0000
0.9489 0.0000 0.0000
0.9499 0.0000 0.0000
0.9510 0.0000 0.0000
0.9520 0.0000 0.0000
0.9530 0.0000 0.0000
0.9540 0.0000 0.0000
0.9550 0.0000 0.0000
0.9560 0.0000 0.0000
0.9570 0.0000 0.0000
0.9580 0.0000 0.0000
0.9590 0.0000 0.0000
0.9600 0.0000 0.0000
0.9610 0.0000 0.0000
0.9620 0.0000 0.0000
0.9630 0.0000 0.0000
0.9640 0.0000 0.0000
0.9650 0.0000 0.0000
0.9660 0.0000 0.0000
0.9670 0.0000 0.0000
0.9680 0.0000 0.0000
0.9690 0.0000 0.0000
0.9700 0.0000 0.0000
0.9710 0.0000 0.0000
0.9720 0.0000 0.0000
0.9730 0.0000 0.0000
0.9740 0.0000 0.0000
0.9750 0.0000 0.0000
0.9760 0.0000 0.0000
0.9770 0.0000 0.0000
0.9780 0.0000 0.0000
0.9790 0.0000 0.0000
0.9800 0.0000 0.0000
0.9810 0.0000 0.0000
0.9820 0.0000 0.0000
0.9830 0.0000 0.0000
0.9840 0.0000 0.0000
0.9850 0.0000 0.0000
0.9860 0.0000 0.0000
0.9870 0.0000 0.0000
0.9880 0.0000 0.0000
0.9890 0.0000 0.0000
0.9900 0.0000 0.0000
0.9910 0.0000 0.0000
0.9920 0.0000 0.0000
0.9930 0.0000 0.0000
0.9940 0.0000 0.0000
0.9950 0.0000 0.0000
0.9960 0.0000 0.0000
0.9970 0.0000 0.0000
0.9980 0.0000 0.0000
0.9990 0.0000 0.0000
1.0000 0.0000 0.0000
